text
"Sarannya semoga bisa mengadakan event seperti ini lagi.		"
"ditingkatkan materi yang diberikan.		"
"ditingkatkan kualitas zoom		"
"Kegiatan telah terselenggara dengan baik dan dengan persiapan yang matang		"
"Waktunya mungkin bisa pagi karena otak masih fresh		"
"Terima kasih kepada panitia pelaksana acara webinar FKBMIK dan Progate		"
"Terkadang suara dari pembicara kurang terdengar jelas		"
"Acaranya baguss dan berjalan lancar, zoom tidak ada kendala.		"
"webinar dengan topik yang menarik		"
"Sudah sangat menarik acara ini mudah di pahami		"
"Informasi sangat bermanfaat, mudah dimengerti.		"
"acara yang sangat menarik		"
"Materi kegiatan FKBMIK ini sangat bermanfaat bagi seorang mahasiswa.		"
"Cara penyampaian materinya baik sehingga mudah dipahami.		"
"Kapasitas zoomnya ditambah kalo bisa		"
"Saran saja mungkin untuk waktu pelaksanaan lebih bisa tepat waktu agar tidak molor		"
"Acara sangat bagus dan berjalan dengan baik.		"
"semoga webinar kedepannya bisa berjalan lebih lancar lagi		"
"Kalau bisa perbanyak kuota untuk zoom karena banyak yang tidak bisa masuk		"
"semoga kedepannya acara bisa lebih baik lagi		"
"Sukses selalu buat FKBMIK UPN		"
"Kegiatan sangat bermanfaat		"
"terima kasih karena sudah mengadakan webinar seperti ini:)		"
"Kegiatan sudah terlaksana dengan baik		"
"Acara beralngsung sangat baik dan bermanfaat sekali		"
"sarannya lebih sering lagi mengadakan seminar seperti ini agar bisa membantu mahasiswa dalam memahami betapa pentingnya bidang komputer di era modern ini		"
"sebaiknya acaranya tidak hari weekend		"
"Kegiatan berlangsung sangat baik		"
"Acara berjalan baik dan lancar, materi yang disampaikan menarik		"
"Kritik : Room belum di buka padahal sudah pukul 12.45 lebih		"
"Kapasitas zoom penuh		"
"materinya bermanfaat		"
"alangkah baiknya terdapat kegiatan games untuk menghibur penonton		"
"Saran : Mohon di perhatikan terkait waktu mulai acara jangan sampai molor atau terlambat		"
"acara berjalan dengan lancar		"
"Tidak ada, webinar berjalan dengan sangat baik		"
"Sangat bermanfaat materinya		"
"kritik dan saran dari saya adalah acara udah bagus cuma kurang tepat waktu terimakasih semoga sarannya di terima		"
"kegiatan dipersiapkan dengan baik		"
"Tampilan materi yang kurang menarik		"
"Materi yang disampaikan sangat bermanfaat		"
"Acara sangat menarik.		"
"acara dan pemateri menarik		"
"rundown acara tidak diinfokan jam mulai sampai jam akhir		"
"Mulainya zoom agak terlambat		"
"Semoga kedepannya lebih baik lagi		"
"Semoga kegiatan ini terus berlanjut setiap tahunnya, serta dapat menumbuhkan sikap sikap Positif pada setiap mahasiswa dalam menentukan masa depannya.		"
"Semoga ada webinar lagi		"
"Acara FKBMIK ini memberikan kesan bagi saya untuk lebih advance dalam teknologi dan mengikuti perkembangan zaman terimakasih		"
"Seminarnya bagus		"
"link zoom seharusnya bisa di persiapkan sejauh mungkin agar tidak penuh dan peserta bisa gabung		"
"Sudah baguss pelaksanaannya		"
"Acara sudah berjalan dengan baik		"
"saran tahun depan semoga kegiatan dilaksanakan lebih menarik dan dengan pemateri yang lebih wow lagi		"
"kereeen semoga dapat terlaksana lagi ditahun depan dengan kegiatan yang lebih menarik		"
"materi yang disampaikan sangat bermanfaat bagi mahasiswa jaman sekarang dimana memasuki masa revolusi industri 4.0 saat situasi pandemi		"
"Tetap semangat, sejauh ini sudah baik pertahanankan		"
"Secara keseluruhan berjalan dengan baik dan menambah wawasan		"
"Sudah bagus dan sangat bermanfaat untuk diri saya kedepannya		"
"sejauh ini kegiatanya berjalan cukup baik...		"
"Pemateri sudah sangat menarik dan acara berjalan dengan seru tidak bosan		"
"Suaranya terkadang patah-patah		"
"semakin keren narasumbernya		"
"Materi yang disampaikan menarik		"
"acaranya cukup informatif		"
"acaranya lebih tepat waktu		"
"acara yang sangat bermanfaat		"
"Semoga lebih baik, meningkatkan kreatifitasnya agar lebih banyak peserta, dan sukses untuk seterusnya!.		"
"Semoga Acaranya dimulai dengan lebih meriah lagi		"
"Penyampaian materinya dibuat lebih menarik lagi.		"
"acara berlangsung sangat lancar		"
"Sangat terlaksana dengan baik, membuka wawasan baru bagi saya		"
"Acara ini sangat bermanfaat untuk generasi muda dan dapat meningkatkan kesadaran generasi muda.		"
"Semoga bisa menjadi lebih baik lagi		"
"sebaiknya jangan di hari weekend		"
"Acara berjalan dengan baik informasi yang diberikan sangat bermanfaat		"
"acaranya tidak on time		"
"webinar nya kurang meriah		"
"Gak bisa masuk room zoom:(		"
"kurang ketat lagi dalam pengawasan oncam para peserta :))		"
"acaranya bagus dan mendapatkan pengetahuan baru		"
"Materi yang disampaikan sudah baik karena tidak hanya mencakup peran gen z namun bisa dilihat dari semua generasi untuk kedepannya.		"
"Sudah bagus materinya jelas		"
"Semoga kegiatan ini bisa terus benlanjut		"
"menjadi lebih baik di kegiatan selanjutnya		"
"acara ini sangat bermanfaat		"
"Alhamdulillah acara berjalan dengan lancar, semoga kedepannya lebih lancar lagi		"
"menurut saya acara sudah berjalan dengan lancar		"
"share screen ada yang tidak jelas		"
"Semoga acara lebih baik lagi kedepannya		"
"mungkin waktunya bisa dipersore seperti jam 2		"
"Lumayan terkooridinir dengan baik		"
"Semoga ke depannya lebih baik lagi acaranya		"
"Sudah bagus pembicara dan narasumbernya		"
"kegiatan berlangsung dengan baik dan lancar		"
"Acaranya seru, menambah wawasan baru		"
"acaranya sangat membantu dan menarik, banyak ilmu baru yang saya dapatkan, semoga kedepannya lebih banyak acara seperti ini, terimakasih		"
"Kegiatan telah terlaksana dengan baik.		"
"webinar yang diadakan sangat berguna dan bermanfaat		"
"Ditunggu next materi yang lebih menarik lagi		"
"Acara berjalan dengan lancar		"
"Untuk materi yang barusan disampaikan sangat menarik karena dapat mengetahui secara lebih baik makna dan tugas sebagai gen z dan hal yang dibutuhkan pada generasi ini		"
"Sudah sangat baik, materi sangat relevan dan membuka wawasan. saya senang mengikuti webinar ini.		"
"sangat informatif, menambah ilmu dan jugaa menginspirasi		"
"pemateri kurang interaktif lagi sama audiencenya		"
"Saran : diberi kegiatan yang menarik mungkin games atau apapun yang membuat audience tidak merasa jenuh		"
"Kritik : pemateri kurang membangun chemistry sama audience untuk mengikuti kegiatan		"
"tidak ada,semuanya bisa di pahami bahkan sangat saya pahami tentang materinya,penyampaianya sangat bisa di pahami		"
"Sejauh ini acara telah dilaksanakan dengan baik		"
"Sangat menarik dari segi urutan acara, pemateri, dan mc atau moderator		"
"Sebaikanya dibuat multi room zoom agar semuanya dapat mengikuti webinar		"
"Tidak ada kritik, tersampaikan dengan baik		"
"Lebih baik diadakan pagi pagi, acaranya karena siang gini banyak yg ngantuk :D		"
"Kegiatan terlaksana baik, semoga kedepannya lebih baik		"
"Kritiknya sedikit membosankan jadi ngantuk		"
"Pelaksanaannya sudah baik		"
"materinya sangat bagus		"
"acara sudah berjalan dengan baik		"
"Kegiatan bermanfaat, semoga bisa terus ada.		"
"Mungkin untuk pasticipant zoom bisa lebih banyak		"
"Mungkin lebih ditingkatkan suara host nya.		"
"Mohon agar materinya dibagikan ke grup		"
"Acara menarik dan lancar, materi sangat berguna		"
"Sudah baik, jadi pertahankan untuk kegiatan selanjutnya.		"
"Acara yang dilaksanakan sudah bagus		"
"materi yang di paparkan narasumber mudah di pahami.		"
"Sejauh ini acara berjalan dengan baik		"
"Sudah cukup baik dalam pelaksanaannya		"
"Acara menarik dan materi bermutu		"
"Sudah sangat baik acaranya		"
"kritik masih belum, saran ditunggu webinar selanjutnya		"
"acara terlaksana dengan baik dan semoga terus baik kedepannya		"
"Acaranya seru, narasumbernya seru, penyampaian materinya mudah dipahami		"
"sudah on time dan menarik		"
"acaranya berjalan baik		"
"Sudah sangat baik dan lancar. Semoga tahun depan dapat dilaksanakan kembali dengan lebih baik lagi.		"
"jaringan saya tadi bermasalah saat mengikuti acara.		"
"banyakin games seru		"
"Semoga kedepanny lebih baik lagi		"
"Kegiatan sudah berjalan dengan lancar		"
"Sangat bermanfaat untuk para peserta		"
"sebaiknya disiarkan juga melalui youtube agar yang tidak kebagian kuota room bisa menonton yt		"
"Penjelasan yang disampaikan oleh narasumber mudah dipahami.		"
"Tidak ada kritik dan saran dikarenakan acara webinar sudah terlaksana dengan baik		"
"Informasi yang diberikan menarik dan informatif, makasi		"
"acara terlaksana dengan baik dan sangat informatif		"
"Acara sangat menarik		"
"Acara berjalan dengan lancar dan sangat bagus		"
"semoga FKBM-IK kedepannya lebih baik lagi		"
"Lebih tepat waktu		"
"Lebih menghadirkan banyak narasumber yang berpengalaman		"
"Kegiatan sudah dilakukan dengan baik		"
"terus dipertahankan untuk kelancaran acaranya ke depannya		"
"Semoga bisa lebih baik dari sebelumnya dan terus berkembang :)		"
"Kegiatan dan topik yang sangat menarik.		"
"Banyak wawasan baru yang saya dapatkan, Kegiatan sudah berjalan baik.		"
"tidak ada karena sudah kegiatan webinar telah terlaksana dengan baik		"
"semoga kedepannya lebih baik		"
"Saya harap tahun depan bisa terlaksana kembali acara FKBM 2022, acaranya cukup interaktif dan materi yang diberikan sangat bermanfaat		"
"Keseluruhan acara sangat menarik dan bermanfaat.		"
"Sangat keren dan insightfull, terimakasih sudah membuat acara ini. sehat terus kalian.		"
"Sudah sangat bagus sekali acaranya		"
"Terima kasih banyak atas seminarnya		"
"sudah terlaksana dengan baik		"
"Acara sudah bagus semoga kedepannya bisa lebih baik lagi		"
"acara sudah berjalan dengan baik		"
"semoga semakin banyak acara webinar seperti ini		"
"Pelaksanaa kegiatan sudah baik		"
"so far acaranya sangat menambah wawasan sih		"
"Acaranya seru dan juga nambah wawasan.		"
"acaranya udah kereen bermanfaat banget		"
"kegiatan hari ini sudah berjalan dengan baik		"
"kegiatan berjalan lancar, tidak ada kendala, semoga kedepannya acara FKBMIK ini berjalan dengan lancar juga		"
"Lebih ditingkatkan dari segi teknis		"
"sangat menarik, bermanfaat serta bisa menambah ilmu,dan wawasan yang luas		"
"Acara yang sangat menarik dan sangat bermanfaat.		"
"lebih bermanfaat dan lebih baik lagi kedepannya		"
"penjelasan sangat jelas dan tidak membosankan		"
"kemasan kegiatan lebih interaktif dan menarik lagi		"
"Materi yang disampaikan lengkap		"
"Berjalannya kegiatan sangatlah bagus serta permateri pun jelas menyampaikan materinya		"
"saya sarankan untuk mengadakan acara lebih pagi agar peserta semangat		"
"acara lebih menarik lagi		"
"Fkbm sudah terlaksanakan dgn baik		"
"kegiatan sudah terlaksana dengan baik, belum ada hal yang benar-benar harus di improve lagi		"
"Pembawaannya tidak membosankan sehingga dapat dipahami dengan baik.		"
"Tidak ada, Sudah Berjalan dengan Baik		"
"Webinar tidak ada kendala apapun sehingga tidak ada kritik yang bisa saya sampaikan		"
"Tingkat lebih baik lagi		"
"kegiatan nya sudah berjalan dengan sangat baik		"
"Acara nya keren banget, saran bisa membahas suatu hal yang berhubungan dengan ilmu komputer		"
"ada sedikit hal yang perlu diperbaiki yaitu pengadaan room zoom yang dapat menampung lebih dari 500 orang, agar semua orang dapat bergabung di room zoom yang sama dan tidak perlu mengakses youtube sehingga webinar nya kebih terasa seperti perbincangan langsung apalagi di yt juga videonya sering loading dan ketika mengajukan pertanyaan lebih enak secara langsung tanpa perantaraan komentar di yt.		"
"acara webinar nya sudah berlangsung dengan sangat baik.		"
"Semoga acara lainnya dapat berjalan dengan lancar dan baik		"
"Terimakasih untuk para panitia		"
"Pembicara juga sangat kompeten dan relevan dengan topik atau tema yang dibahas		"
"Sudah baik, saran waktu webinar lebih baik dilaksanakan pagi hari		"
"kurang icebreaking		"
"Acara sudah terlaksana dengan amat baik.		"
"Keren!!! Pembicaranya juga bagus-bagus sangat bermanfaat		"
"lebih tepat waktu dan interaktif agar tidak cepat bosan audiencenya		"
"Sudah bagus dan menarik, semoga lebih baik lagi untuk selanjutnya		"
"Acara belajar dengan lancar dan bermanfaat		"
"Kegiatan ini sangat bermanfaat,dan webinar ini sangat menarik dan saran saya adalah sering sering adakan lomba agar mahasiswa maupun masyarakat/umum dapat ilmu baru		"
"Udah baguss dan keren, seneng bisa ikut kegiatan ini		"
"Acaranya sangat bermanfaat bagi mahasiswa upn		"
"Semoga sukses selalu dan menjadi lebih baik lagi kedepannya		"
"Acara sudah berjalan dengan baik dan bagus		"
"Rangkaian acara dibuat lebih variatif.		"
"saran saya adalah semoga kegiatan webinar FKBMIK lebih baik lagi kedepannya		"
"tidak ada, acara berlangsung dengan baik dan lancar		"
"Semoga untuk acara FKBMIK kedepannya lebih bagus lagi		"
"acaranya bagus, lancar semoga kedepannya lebih baik lagi		"
"Acara yang Sangat bermanfaat		"
"Semoga acara bisa lebih meriah		"
"semoga offline tahun depan ye		"
"Webinar nya menarik dan bermanfaat		"
"tidak ada, tapi adanya pujian yaitu narasumbernya informatif dan jelas		"
"Saran saya, untuk kegiatan selanjutnya pemateri lebih banyak dan variatif		"
"Kegiatannya seru dan bermanfaat		"
"Sudah bagus dan terlaksana dengan baik		"
"Pertahankan kerja keras hari ini		"
"Acara sudah berjalan cukup baik		"
"acara menghadirkan pembicara yang inovativ		"
"Menurut saya acara kali ini sudah sangat bagus, informasi yang diberikan juga sangat cocok dengan kebutuhan mahasiswa saat ini		"
"Kegiatannya sangat menarik dan bermanfaat		"
"Tidak ada kritik dan saran pelaksanaan kegiatan nya sudah baik dengan menghadirkan narasumber yang luar biasa		"
"Semoga kedepannya bisa terus lebih baik		"
"Kegiatan webinar sudah terlaksana dengan cukup baik.		"
"Sangat bermanfaat sekali dan menambah wawasan		"
"Waktu webinarnya tambahin lagi ya		"
"Semoga semakin banyak topik menarik lagi yang diangkat		"
"Mungkin saat pemaparan materi, semua peserta di mute sementara oleh panitia agar lebih kondusif karena kadang ada saja yang bocor... sekian, terimakasih banyak...		"
"Belum ada kritik, kegiatan berjalan dengan baik		"
"materi yang disampaikan sangat bagus, sangat memberi kami para mahasiswa wawasan untuk kedepannya		"
"Sempat terjadi kesalahan teknis saat link zoomnya penuh.		"
"pelaksanaan acaranya sudah baikk, bisa dipertahankan di acara fkmbik selanjutnya		"
"Kegiatannya cukup menarik dan informatif		"
"semoga bisa memberikan ilmu yang bermanfaat lagi dan kedepannya lebih seru!!		"
"semoga acara ke depannya lebih baik lagi		"
"kegiatan webinar ini sangat membantu sekali bagi generasi Z, karena dari webinar ini kita mendapat banyak sekali ilmu yang bermanfaat sebagai bekal kita kedepannya		"
"Webinar nya sangat menarik		"
"Saran : mungkin lain kali bisa diadakan kegiatan webinar seperti ini kembali dengan tema yang lebih menarik lagi		"
"Infomasinya menarik dan jelas		"
"materi yang dipilih untuk webinar kali ini sangat menarik karena berhubungan dengan generasi ada jaman ini.		"
"Menurut saya pelaksanaannya sudah baik.		"
"Acara sudah berjalan dengan lancar, terimakasih:)		"
"MATERI BAGUS		"
"Lebih baik lebih pemateri nya yang bisa mengajak interaksi pesertanya		"
"acara sudah bagus		"
"Acara bagus sangat bermanfaat		"
"acaranya bagus bgt buat nambah wawasan walaupun streamin di youtube		"
"Manurut saya acara webinar ini sudah menarik dan banyak hal-hal yang saya pelajari dari webinar ini		"
"Seru banget, ilmu nya semoga Bermanfaat buat semuanya yang hdir		"
"semoga kedepannya selalu tepat waktu		"
"Acaranya sudah sangat baik		"
"Semoga kegiatan kedepan lebih menarik kembali		"
"terima kasih untuk pemateri atas ilmunya		"
"Semoga acara berjalan dengan baik dan lancar.		"
"Untuk total orang yang bisa mengikuti zoom bisa di perbanyak lagi.		"
"Seru banget tidak ada kritik dan saran		"
"Saya sudah join dari sebelum acara di mulai tetapi saat acara sudah dimulai ada kendala jaringan sehingga keluar dari room tapi tidak bisa kembali join karena keterbatasan room zoom.		"
"accara sangat baik dan tidak ada kendala		"
"Bagus dan seru acaranya serta banyak ilmu yang bisa diambil dari acara webinar nasional ini		"
"Kegiatan yang sangat bermanfaat		"
"mungkin kedepannya sesi tanya jawab bisa di perpanjang		"
"acaranya berlangsung dengan baik dan baguss		"
"keren banget acaranya dan pembicaranya juga keren-keren jadi dapet banyak ilmu baru		"
"Acara berjalan dengan baik dan lancar, penyampaian materi juga menarik		"
"Acara sudah berjalan dengan baik		"
"Lebih banyak lagi Webinarnya..mantaap		"
"Mantap, semoga tahun depan bisa lebih bagus lagi, amiin		"
"Acaranya sangat bermanfaat		"
"webinar ini bermanfaat banget buat generasi z karena sebagai pembelajaran peran generasi z dalam mewujudkan tatanan kehidupan baru dunia digital pasca pandemi covid 19		"
"Acaranya bagus dan menarik		"
"Mungkin bisa ditambahkan icebreaking agar lebih menarik		"
"persiapan yang sedikit kurang		"
"Bagus acaranya		"
"Tidak ada, sudah terlaksana dengan baik dan menarik		"
"lebih luas lagi waktu nya		"
"Sangat bermanfaat materi yang disampaikan		"
"tema yang diangkat cukup menarik		"
"jaringan lebih di perbaiki, meskipun sedikit nge-lag sedikit tadi waktu acara dimulai		"
"Tetap menyelenggarakan event FKBM-IK ditahun-tahun selanjutnya dengan membawa materi yang edukatif :)		"
"semogaa bisa ga telat waktunya		"
"Sudah keren dan menambah insight.		"
"Mungkin ke depannya, dapat dipertahankan kualitas webinarnya.		"
"lebih banyak lagi diadain webinar yang sangat bermanfaat seperti ini dan mengundang speaker yang tidak kalah keren kedepannya		"
"memulai acaranya dapat tingkatkan lagi untuk ketepatan waktunya.		"
"Untuk webinar pagi ini berjalan dengan baik		"
"gadaa, seruuu pol acaranya		"
"Pokoknya keren dan bermanfaat sekali		"
"Jika acara dilaksanakan tepat waktu akan lebih baik.		"
"Materi yang diberikan sangat bermanfaat		"
"para moderator juga sangat menghibur		"
"Materi yang dibawakan cukup menarik.		"
"Untuk panitia sebaiknya acara dimulai dan di akhiri tepat waktu.		"
"Sudah bagus dan keren		"
"Tidak ada kritik dari saya karena webinar ini sudah berjalan dengan baik		"
"Sudah bagus dan selanjutnya bisa ditingkatkan		"
"acara nya sudah bagus dan menarik		"
"materi yang disampaikan sudah menarik dan mudah dipahami		"
"Semoga ke depan bisa lebih baik lagi dalam mengkoordinir acara		"
"acara berlangsung dengan lancar		"
"pada saat sebelum acara mungkin bisa memberikan rundown dari awal sampai akhir acara		"
"Cukup baik dalam penyampaian materi, sharing pengalaman yang dapat membantu kita untuk ke depan		"
"materinya keren		"
"sudah bagus hanya perlu ditingkat kan lebih baik lagi		"
"Ditunggu webinar FKBMIK selanjutnya!!		"
"sempat ada beberapa materi yang suara nya mengecil tiba-tiba di saya.		"
"Alhamdulillah, materinya sungguh menarik.		"
"Seharusnya Webinar di mulai tepat waktu sesuai dengan rundown yang telah disusun.		"
"semoga lebih ontime lagi		"
"sudah keren dan seru kakkk		"
"Semoga acara webinar selanjutnya lebih baik lagi		"
"terima kasih atas ilmunya		"
"WEBINARNYA SANGAT BERMANFAAT DAN BERGUNA UNTUK PEMBELAJARAN KEDEPANNYA		"
"semoga makin sukses kedepannya		"
"Belum ada untuk saat ini, karena runtutan acaranya sudah bagus dan seru.		"
"Semoga lebih baik lagi kedepannya..		"
"Semoga lebih baik lagi kedepanya		"
"Kritik : sesi icebreaking kurang		"
"materi yang disampaikan sudah sangat baik		"
"Saran : Lebih banyak lagi untuk webinar antar upn		"
"sudah baik, acaranya pun seru ditambah dengan para peserta yang antusias dalam bertanya, yang dimana dari pertanyaan-pertanyaan itu nambah ilmu baru juga untuk saya, terima kasih kepada kakak kakak panitia serta para pendukung acara ini, semangat!!		"
"Saran mungkin jadwal tidak bentrok dengan ospek		"
"semoga event ini dapat diselenggarakan sebagai acara tahunan.		"
"Keren sekali acaranya		"
"kurang games sAJA		"
"Sangat bermanfaat dan Terus Menginspirasi.		"
"Kritiknya kurang tepat waktu dan sarannya tepat waktu dalam melaksanakan kegiatannya		"
"webinar dan pematerinya seru		"
"Mantab semoga kedepannya ontime makasih kakak kakak semuanya		"
"Sudah keren dan Bagus acaranya		"
"Tersusun dengan rapi semangat terus		"
"thanks kak materinya keren banget		"
"Semoga bisa ngundang pembicara yg lebih terkenal, Amiiiinnn		"
"kritik : pas waktu pagi hari untuk masuk link 30 menit sebelumnya acc nya cukup lama harus nunggu sampai jam 8 lebih.		"
"Acara webinar hari ini seru poll, dapat banyak sekali hal hal baru terkait IT dan hal lainnya serta pengalaman dan arahan dari pengisi materi pada hari ini, sukses dan semangat terus untuk FKBM-IK		"
"Acaranya sudah bagus dan menarik serta memberi banyak informasi, wawasan dan manfaat yang banyak		"
"Acara sudah berjalan dengan baik.		"
"webinar ini sangat bermanfaat		"
"alangkah baiknya jika sudah menentukan pukul sekian maka segera di mulai agar tidak selesai terlalu lama (molor)		"
"Kalau bisa jangan terlalu ngaret ya kak.		"
"Semoga webinar fkbmik jadi lebih baik, aaamiin		"
"Sarannya semoga kedepannya semakin lebih baik lagi		"
"overall bagus dari segi materi juga sangat bermanfaat dan ada impact di masa depan nantinya, buat moderator dan narasumber pun asik ngga kaku		"
"saran : mungkin dikemudian hari lebih tepat waktu lagi.		"
"semoga lebih baik kedepannya		"
"semoga kedepannya jadi lebih baik lagi		"
"Banyakin webinar nasional seperti ini kak, ilmunya sangat bermanfaat dan juga bisa dapet sertifikat, terima kasih		"
"acaranya sudah bagus		"
"Semoga next event lebih meriah dan lancar		"
"Insya Allah tidak ada, acaranya sangat menarik dan bermanfaat bagi Saya dan teman-teman lainnya.		"
"Waktu acara dimulai molor		"
"Semoga kedepannya koneksi nya stabil dan lancar		"
"acaranya sangat seru dan menyenangkan		"
"Acaranya menarik dan seru, untuk saran semoga acara yang selanjutnya akan lebih baik dan lebih bagus lagi		"
"semuanya sudah bagus kok kak		"
"mungkin lebih baik menjelaskan tentang kondisi di real life saja jangan banyak di teorinya terima kasih		"
"kedepannya lagi,dimohon untuk tepat waktu.		"
"Webinarnya sangat seru sekali		"
"semoga tahun depan offlineee		"
"sempat ada bocor suara dari moderator		"
"lebih banyak materi yang menarik		"
"materi yg disampaikan sangat bagus		"
"belum ada kritik dan saran yang bisa diberikan karena acaranya seru		"
"semoga webinar ini bermanfaat dan menambah pengalaman, serta menambah relasi		"
"Sudah baik dan bermanfaat acaranya		"
"Lebih diperhatikan dalam efisiensi waktu		"
"KERENN BANGETT DAHH POKOKNYA		"
"acaranya keren menambah wawasan. bismillah dapet follback dari kak amalia		"
"Webinar kali ini sangat menyenangkan dan tidak membosankan, pemateri menyampaikan materi dengan baik dan sangat mudah dimengerti.		"
"Mudah mudahan diadakan acara ini lagi		"
"Semoga bisa menyelenggarakan webinar yang tidak kalah menarik di lain hari		"
"Keren pokoknya dah acaranya		"
